,code_module,code_presentation,id_student,0,1,2,3,4,5,6,7,8,final_result
79,AAA,2013J,238007,30,288,186,262,234,190,111,145,333,Pass
80,AAA,2013J,240712,0,43,12,90,3,60,0,53,48,Pass
81,AAA,2013J,240884,3,38,72,41,4,45,6,57,159,Pass
82,AAA,2013J,241649,46,122,120,194,185,170,181,271,315,Pass
83,AAA,2013J,241729,86,317,253,272,155,151,157,93,255,Fail
84,AAA,2013J,242793,11,86,97,67,119,39,3,25,159,Pass
85,AAA,2013J,246834,86,149,67,130,69,151,0,122,288,Pass
86,AAA,2013J,248270,47,197,118,150,181,158,110,304,453,Pass
87,AAA,2013J,255548,4,233,138,157,150,241,178,378,739,Pass
88,AAA,2013J,256815,107,389,42,187,178,75,53,315,10,Pass
89,AAA,2013J,258392,46,102,40,182,0,158,38,29,198,Pass
90,AAA,2013J,258894,93,362,267,872,1049,747,415,373,605,Pass
91,AAA,2013J,262011,23,9,114,223,62,144,7,124,313,Pass
92,AAA,2013J,262934,102,206,144,119,150,241,87,440,653,Pass
93,AAA,2013J,268073,160,273,264,715,184,215,117,548,688,Fail
94,AAA,2013J,271251,250,117,298,314,327,326,165,541,721,Pass
95,AAA,2013J,279572,58,79,140,213,66,112,0,153,207,Distinction
96,AAA,2013J,281022,35,65,27,67,10,47,11,98,120,Pass
97,AAA,2013J,281250,8,0,4,13,0,5,0,18,31,Fail
98,AAA,2013J,281589,0,0,0,0,5,0,0,5,24,Fail
99,AAA,2013J,282821,69,89,73,243,80,162,168,238,620,Pass
100,AAA,2013J,286488,5,114,137,84,143,134,75,242,87,Pass
101,AAA,2013J,287548,1,15,10,51,16,81,19,75,164,Pass
102,AAA,2013J,290201,2,174,72,170,218,162,180,173,581,Pass
103,AAA,2013J,290757,32,320,3,51,0,62,0,53,130,Pass
104,AAA,2013J,291334,131,339,413,539,572,684,543,675,944,Distinction
105,AAA,2013J,293699,57,19,4,36,18,21,0,26,1,Pass
106,AAA,2013J,294570,33,157,102,233,139,210,181,165,398,Pass
107,AAA,2013J,294594,5,69,78,169,71,84,45,139,205,Pass
108,AAA,2013J,295741,19,48,25,35,16,93,29,200,242,Fail
109,AAA,2013J,296332,10,244,97,194,173,308,328,110,434,Distinction
110,AAA,2013J,298696,26,26,46,44,24,27,41,69,152,Pass
111,AAA,2013J,300398,73,392,141,114,257,117,159,75,357,Pass
112,AAA,2013J,302302,0,0,0,1,5,141,44,169,119,Fail
113,AAA,2013J,305152,0,0,12,0,7,0,0,16,102,Fail
114,AAA,2013J,305386,10,50,115,144,164,45,119,54,381,Pass
115,AAA,2013J,306107,13,25,169,112,67,109,135,144,213,Pass
116,AAA,2013J,306466,2,237,105,86,72,114,47,183,219,Pass
117,AAA,2013J,306897,69,172,98,155,117,260,332,382,804,Pass
118,AAA,2013J,307061,50,139,178,94,15,169,14,136,198,Pass
119,AAA,2013J,307866,69,49,111,146,157,131,186,177,399,Pass
120,AAA,2013J,311917,125,180,167,149,160,291,245,317,416,Pass
121,AAA,2013J,312537,415,1176,972,1414,1163,971,1200,1818,3083,Distinction
122,AAA,2013J,312782,1,8,38,7,4,32,12,56,73,Pass
123,AAA,2013J,318933,33,102,54,81,128,110,139,209,226,Pass
124,AAA,2013J,319047,319,1108,665,1256,789,647,323,519,690,Pass
125,AAA,2013J,321942,322,871,683,845,1025,1333,832,1290,2074,Pass
126,AAA,2013J,324002,75,96,166,169,143,273,89,242,487,Pass
127,AAA,2013J,324084,53,107,217,280,281,245,156,190,296,Pass
128,AAA,2013J,324282,5,21,3,3,5,18,6,9,30,Pass
129,AAA,2013J,332789,65,279,107,227,145,121,23,322,175,Pass
130,AAA,2013J,333059,48,39,18,95,4,21,0,31,44,Pass
131,AAA,2013J,333323,74,221,5,52,1,30,19,68,146,Pass
132,AAA,2013J,334259,0,0,2,26,2,29,3,27,184,Fail
133,AAA,2013J,336207,25,91,92,115,84,119,114,165,485,Pass
134,AAA,2013J,339972,1,46,2,65,1,88,1,14,85,Pass
135,AAA,2013J,341872,0,55,60,15,5,18,35,13,0,Fail
136,AAA,2013J,342514,10,186,236,206,207,131,101,287,297,Pass
137,AAA,2013J,342972,16,63,82,70,17,84,29,156,162,Pass
138,AAA,2013J,343446,204,217,88,201,352,584,564,540,760,Pass
139,AAA,2013J,344282,3,9,3,6,3,3,3,7,28,Fail
140,AAA,2013J,345068,6,60,21,89,20,169,63,14,102,Pass
141,AAA,2013J,345357,83,309,133,247,252,264,218,251,302,Distinction
142,AAA,2013J,346025,24,37,11,94,49,71,7,105,159,Pass
143,AAA,2013J,346843,0,0,0,0,0,0,0,58,106,Fail
144,AAA,2013J,350188,107,46,94,74,8,117,13,126,150,Pass
145,AAA,2013J,357668,0,0,0,11,2,64,1,45,43,Fail
146,AAA,2013J,364177,0,37,42,185,85,94,87,82,174,Fail
147,AAA,2013J,365244,50,75,36,102,10,112,5,94,296,Pass
148,AAA,2013J,365642,95,244,59,273,184,238,80,389,364,Pass
149,AAA,2013J,366483,11,42,126,185,194,257,107,175,273,Pass
150,AAA,2013J,368194,45,40,34,41,17,59,58,29,37,Pass
151,AAA,2013J,368824,17,59,49,15,39,5,23,13,19,Fail
152,AAA,2013J,368963,0,30,31,39,18,63,103,93,257,Pass
153,AAA,2013J,376439,142,375,225,172,185,72,103,176,518,Distinction
154,AAA,2013J,376581,25,356,322,274,208,343,135,260,410,Pass
155,AAA,2013J,380953,7,151,61,132,30,138,3,197,268,Pass
156,AAA,2013J,383254,0,59,83,82,13,27,71,68,134,Pass
157,AAA,2013J,386924,0,22,10,24,3,36,10,14,45,Pass
158,AAA,2013J,386952,32,55,34,98,72,68,51,174,175,Pass
159,AAA,2013J,388722,84,16,30,103,37,14,6,85,233,Pass
160,AAA,2013J,388885,52,223,56,44,18,81,11,114,155,Pass
161,AAA,2013J,392756,8,11,1,61,37,37,31,16,129,Fail
162,AAA,2013J,392931,323,888,202,357,229,210,103,262,368,Pass
163,AAA,2013J,393207,133,129,88,87,9,70,4,118,216,Pass
164,AAA,2013J,396872,27,181,25,192,120,6,7,254,158,Pass
165,AAA,2013J,398552,2,11,14,263,172,95,141,261,212,Fail
166,AAA,2013J,401869,38,78,11,47,71,78,17,154,330,Pass
167,AAA,2013J,402470,16,48,1,107,52,186,114,329,428,Pass
168,AAA,2013J,404804,16,0,2,4,8,42,7,55,214,Pass
169,AAA,2013J,405088,82,417,103,76,113,80,9,145,166,Pass
170,AAA,2013J,414117,36,181,36,137,51,25,37,72,203,Pass
171,AAA,2013J,420087,0,0,0,13,33,55,7,126,108,Fail
172,AAA,2013J,429958,1,64,15,98,1,109,0,38,85,Pass
173,AAA,2013J,441018,4,141,78,41,39,70,3,28,128,Pass
174,AAA,2013J,441888,297,35,28,77,6,75,1,60,151,Pass
175,AAA,2013J,444677,12,46,152,151,166,100,145,193,228,Distinction
176,AAA,2013J,489455,197,456,335,253,239,175,114,253,369,Pass
177,AAA,2013J,494424,0,0,0,0,0,0,0,0,43,Fail
178,AAA,2013J,495284,20,37,9,71,56,150,34,213,311,Pass
179,AAA,2013J,498857,4,217,46,64,53,65,97,153,252,Pass
180,AAA,2013J,508818,113,37,6,150,9,81,2,158,509,Pass
181,AAA,2013J,512460,0,29,69,64,7,70,29,149,85,Pass
182,AAA,2013J,544103,165,223,89,148,59,244,92,263,757,Pass
183,AAA,2013J,550383,2,17,27,3,143,64,119,103,327,Pass
184,AAA,2013J,564450,6,89,9,12,2,15,2,14,43,Fail
185,AAA,2013J,572652,306,112,1,59,11,18,5,109,157,Pass
186,AAA,2013J,580389,39,216,4,63,0,107,30,198,508,Pass
187,AAA,2013J,581129,0,21,9,17,33,9,3,14,88,Fail
188,AAA,2013J,588775,412,1155,642,865,627,760,492,886,1122,Pass
189,AAA,2013J,591774,24,16,30,5,134,25,0,145,166,Pass
190,AAA,2013J,606143,0,0,0,0,0,22,18,89,203,Fail
191,AAA,2013J,704156,228,432,422,214,194,172,278,434,587,Pass
192,AAA,2013J,705379,352,958,758,817,388,667,340,480,470,Distinction
193,AAA,2013J,749412,75,473,440,233,381,317,351,473,943,Pass
194,AAA,2013J,760729,175,606,624,763,844,887,805,888,1265,Distinction
195,AAA,2013J,905042,251,608,217,241,93,283,53,565,415,Pass
196,AAA,2013J,949618,86,59,119,153,67,216,97,163,275,Pass
197,AAA,2013J,958987,99,147,85,175,76,255,68,141,142,Pass
198,AAA,2013J,968578,47,89,52,161,68,132,5,146,127,Pass
199,AAA,2013J,971027,313,407,229,279,347,265,129,332,577,Pass
200,AAA,2013J,978739,219,717,204,685,419,541,627,800,1287,Pass
201,AAA,2013J,1035023,66,107,236,327,196,195,155,220,306,Pass
202,AAA,2013J,1105478,84,87,24,217,144,64,69,432,394,Pass
203,AAA,2013J,1401935,0,0,0,0,3,16,13,37,114,Fail
204,AAA,2013J,1402638,15,70,90,70,65,65,49,107,277,Pass
205,AAA,2013J,1414443,0,13,240,115,287,64,307,195,643,Fail
206,AAA,2013J,1465690,78,554,489,225,419,257,113,622,519,Pass
207,AAA,2013J,1472925,27,99,67,209,140,43,12,275,67,Fail
208,AAA,2013J,1488959,56,414,313,731,91,287,203,579,655,Pass
209,AAA,2013J,1518989,106,487,265,466,563,286,280,598,1051,Pass
210,AAA,2013J,1618738,22,10,43,46,53,0,96,178,275,Pass
211,AAA,2013J,1620151,0,0,0,2,179,25,18,108,553,Fail
212,AAA,2013J,1626710,231,426,438,592,710,596,628,663,1001,Distinction
213,AAA,2013J,1640609,196,521,268,490,563,595,541,485,912,Pass
214,AAA,2013J,1729319,229,386,233,444,187,344,31,319,410,Pass
215,AAA,2013J,1746134,37,198,163,44,205,125,173,455,304,Pass
216,AAA,2013J,1765788,628,778,538,498,694,503,684,533,1651,Pass
217,AAA,2013J,1801229,103,122,172,231,3,157,0,202,429,Pass
218,AAA,2013J,1801641,0,10,21,21,75,12,49,82,124,Pass
219,AAA,2013J,1847830,742,1049,616,837,586,589,390,636,937,Pass
220,AAA,2013J,1860318,343,672,758,756,1067,608,640,452,422,Pass
221,AAA,2013J,1889511,36,348,157,207,52,151,0,370,366,Pass
222,AAA,2013J,1889577,9,120,108,97,70,57,45,103,318,Pass
223,AAA,2013J,1894188,22,70,21,2412,345,259,218,184,471,Pass
224,AAA,2013J,1938355,186,94,205,120,193,207,116,152,471,Pass
225,AAA,2013J,1942396,7,69,26,16,12,7,10,57,165,Pass
226,AAA,2013J,1976139,15,251,203,112,124,79,70,121,30,Pass
227,AAA,2013J,2011876,43,264,161,249,91,174,12,78,290,Pass
228,AAA,2013J,2012966,7,15,3,6,101,21,9,25,296,Pass
229,AAA,2013J,2051699,95,67,32,310,17,115,60,469,522,Pass
230,AAA,2013J,2062879,12,274,251,250,215,284,157,349,394,Fail
231,AAA,2013J,2080474,93,121,56,162,53,161,109,147,200,Pass
232,AAA,2013J,2083877,31,14,26,69,47,28,31,83,264,Pass
233,AAA,2013J,2084066,0,20,132,209,81,91,102,390,817,Fail
234,AAA,2013J,2104505,5,53,28,77,2,24,38,148,325,Pass
235,AAA,2013J,2122180,150,470,484,610,778,554,273,418,575,Distinction
236,AAA,2013J,2143752,72,191,251,166,74,258,50,313,391,Pass
237,AAA,2013J,2146792,299,102,265,278,257,156,197,289,394,Pass
238,AAA,2013J,2153153,86,405,508,404,131,288,306,373,884,Pass
239,AAA,2013J,2155014,0,220,119,159,44,86,102,146,475,Pass
240,AAA,2013J,2164705,0,0,0,0,0,0,0,45,156,Fail
241,AAA,2013J,2171627,59,83,90,195,141,75,140,260,187,Pass
242,AAA,2013J,2182846,181,530,348,493,385,419,373,414,750,Pass
243,AAA,2013J,2194100,45,147,82,218,60,140,15,167,501,Pass
244,AAA,2013J,2197016,0,48,143,180,154,219,80,237,201,Pass
245,AAA,2013J,2208424,24,42,114,58,74,40,135,192,274,Pass
246,AAA,2013J,2229865,37,551,547,338,262,309,112,274,708,Pass
247,AAA,2013J,2268379,75,319,117,92,87,102,114,285,434,Pass
248,AAA,2013J,2278464,4,26,14,13,16,19,8,12,112,Pass
249,AAA,2013J,2293923,14,18,21,1,16,14,0,16,58,Pass
250,AAA,2013J,2329342,0,55,66,102,11,49,14,26,242,Pass
251,AAA,2013J,2339528,4,107,3,34,0,74,1,136,232,Distinction
252,AAA,2013J,2342426,37,179,317,67,233,129,114,189,487,Fail
253,AAA,2013J,2344901,0,0,5,131,45,54,0,74,107,Fail
254,AAA,2013J,2358056,227,207,110,88,128,250,61,131,200,Fail
255,AAA,2013J,2364471,256,646,680,412,809,466,703,1309,1329,Pass
256,AAA,2013J,2367155,17,68,192,756,174,304,53,254,271,Pass
257,AAA,2013J,2369266,1,236,152,149,206,257,220,121,666,Pass
258,AAA,2013J,2376496,3,62,47,24,116,7,76,83,275,Pass
259,AAA,2013J,2411661,0,15,39,57,58,0,0,79,251,Fail
260,AAA,2013J,2412002,92,222,160,216,163,360,265,515,813,Distinction
261,AAA,2013J,2412967,57,364,233,263,195,362,130,360,327,Pass
262,AAA,2013J,2437837,143,742,111,199,100,221,97,376,505,Pass
263,AAA,2013J,2449878,42,73,39,138,65,48,0,98,109,Pass
264,AAA,2013J,2456480,0,0,0,32,23,5,1,27,66,Fail
265,AAA,2013J,2457256,50,116,81,76,67,175,120,460,381,Pass
266,AAA,2013J,2458355,264,1096,289,381,319,190,312,561,434,Pass
267,AAA,2013J,2460080,105,214,528,639,275,300,42,488,620,Pass
268,AAA,2013J,2461190,0,0,0,0,10,160,108,238,434,Fail
269,AAA,2013J,2469673,5,72,22,29,15,176,6,95,79,Fail
270,AAA,2013J,2479954,48,1,7,43,24,21,7,80,30,Pass
271,AAA,2013J,2481901,36,67,88,122,119,138,160,198,718,Pass
272,AAA,2013J,2482700,54,53,69,84,81,368,51,275,491,Pass
273,AAA,2013J,2486127,66,264,88,84,172,200,198,249,300,Pass
274,AAA,2013J,2498700,264,800,303,498,175,112,176,174,302,Pass
275,AAA,2013J,2516503,228,395,392,492,409,218,242,268,299,Pass
276,AAA,2013J,2518069,67,199,81,206,83,143,75,289,398,Pass
277,AAA,2013J,2521459,136,273,209,10,7,37,114,31,248,Pass
278,AAA,2013J,2523736,18,50,16,40,21,41,28,81,134,Pass
279,AAA,2013J,2529279,67,28,106,52,71,19,114,102,476,Pass
280,AAA,2013J,2532302,431,109,168,52,73,27,94,80,140,Pass
281,AAA,2013J,2536991,6,75,111,127,294,7,152,141,106,Distinction
282,AAA,2013J,2550279,70,291,175,298,287,223,251,456,602,Pass
283,AAA,2013J,2551220,69,315,143,144,113,122,55,98,155,Pass
284,AAA,2013J,2555340,264,426,207,486,466,250,537,425,1145,Pass
285,AAA,2013J,2557283,81,745,678,680,1156,790,744,727,1137,Pass
286,AAA,2013J,2559575,15,24,70,71,5,32,28,96,155,Pass
287,AAA,2013J,2562034,3,48,2,51,1,38,0,0,95,Pass
288,AAA,2013J,2566163,17,424,80,171,232,134,50,94,371,Pass
289,AAA,2013J,2566592,58,131,252,115,190,147,57,126,166,Pass
290,AAA,2013J,2574528,33,77,132,136,9,161,10,174,214,Pass
291,AAA,2013J,2574583,12,30,195,126,286,293,207,192,413,Pass
292,AAA,2013J,2578995,12,128,100,108,162,195,88,156,222,Pass
293,AAA,2013J,2586560,108,203,228,176,296,287,232,392,755,Pass
294,AAA,2013J,2594139,0,12,345,192,285,33,109,222,469,Pass
295,AAA,2013J,2598871,19,410,164,239,205,224,125,128,275,Pass
296,AAA,2013J,2599352,28,240,35,228,96,104,2,135,259,Pass
297,AAA,2013J,2600688,5,83,24,62,2,66,8,100,165,Pass
298,AAA,2013J,2606098,29,163,7,81,13,40,0,35,70,Pass
299,AAA,2013J,2613116,2,49,103,216,27,167,110,172,170,Pass
300,AAA,2013J,2617002,89,116,567,117,88,165,15,54,199,Pass
301,AAA,2013J,2620584,0,0,0,0,0,0,0,0,47,Fail
302,AAA,2013J,2639449,10,204,73,68,67,18,14,135,164,Pass
303,AAA,2013J,2639540,40,365,125,153,270,225,177,267,271,Pass
304,AAA,2013J,2639641,141,348,125,119,180,144,126,366,371,Pass
305,AAA,2013J,2641155,94,228,378,279,387,252,404,694,982,Pass
306,AAA,2013J,2643002,247,321,250,292,142,61,69,254,490,Pass
307,AAA,2013J,2645733,96,282,130,142,181,139,58,188,249,Pass
308,AAA,2013J,2649826,271,1165,452,592,770,788,507,538,470,Distinction
309,AAA,2013J,2650282,27,69,5,87,50,101,7,76,213,Pass
310,AAA,2013J,2664024,27,41,144,111,103,64,114,67,127,Pass
311,AAA,2013J,2666246,61,157,25,67,5,50,1,46,150,Pass
312,AAA,2013J,2669816,7,28,10,64,2,25,0,74,59,Fail
313,AAA,2013J,2671132,8,106,958,613,358,430,176,315,540,Pass
314,AAA,2013J,2676809,0,0,0,0,8,54,51,84,81,Fail
315,AAA,2013J,2678643,7,75,509,375,292,190,42,228,392,Pass
316,AAA,2013J,2685865,198,339,530,336,258,212,124,223,456,Pass
317,AAA,2013J,2688067,7,0,155,24,1,10,0,6,42,Pass
318,AAA,2013J,2689958,231,506,311,274,456,512,274,535,644,Distinction
319,AAA,2013J,2691206,99,227,247,311,200,262,204,231,288,Distinction
320,AAA,2013J,2691244,24,52,26,59,71,19,78,49,74,Pass
321,AAA,2013J,2694424,204,469,301,510,713,594,381,345,687,Pass
322,AAA,2013J,2698257,0,60,43,65,29,85,29,155,267,Pass
323,AAA,2014J,6516,9,389,264,385,317,130,285,185,570,Pass
324,AAA,2014J,24734,2,158,49,34,28,39,57,25,77,Pass
325,AAA,2014J,26192,75,160,72,156,337,265,63,321,533,Distinction
326,AAA,2014J,28061,51,112,108,76,146,154,121,246,226,Pass
327,AAA,2014J,31600,1,67,0,75,0,14,0,41,141,Pass
328,AAA,2014J,46844,9,37,10,14,18,48,9,102,76,Pass
329,AAA,2014J,52765,61,191,229,245,298,406,580,710,1328,Pass
330,AAA,2014J,55104,105,74,75,86,108,270,6,154,246,Pass
331,AAA,2014J,58071,74,23,233,206,358,375,124,243,610,Pass
332,AAA,2014J,58316,9,127,64,178,33,109,104,121,404,Pass
333,AAA,2014J,62487,48,33,35,29,57,99,7,185,174,Pass
334,AAA,2014J,63165,20,121,85,86,53,42,51,169,277,Pass
335,AAA,2014J,65002,0,2,0,0,0,0,0,0,3,Fail
336,AAA,2014J,70011,195,852,703,747,1004,706,487,685,725,Pass
337,AAA,2014J,75255,40,78,30,69,38,263,21,92,254,Pass
338,AAA,2014J,85092,10,198,27,114,4,77,36,50,123,Pass
339,AAA,2014J,85144,15,29,41,68,45,86,18,201,118,Pass
340,AAA,2014J,85302,102,274,199,166,213,328,121,402,403,Pass
341,AAA,2014J,94961,32,51,28,125,91,40,0,332,182,Pass
342,AAA,2014J,101116,17,86,145,202,275,133,113,293,345,Pass
343,AAA,2014J,107489,68,216,339,345,353,254,184,737,922,Pass
344,AAA,2014J,108872,81,224,41,115,91,268,60,170,231,Pass
345,AAA,2014J,109155,22,260,278,353,248,276,246,639,506,Pass
346,AAA,2014J,111512,0,0,0,0,0,0,0,25,158,Fail
347,AAA,2014J,117818,8,62,139,219,285,214,128,162,413,Pass
348,AAA,2014J,121349,6,39,307,324,377,519,106,327,254,Pass
349,AAA,2014J,124064,207,396,319,154,142,121,138,201,291,Distinction
350,AAA,2014J,125018,23,52,170,227,248,261,139,342,652,Pass
351,AAA,2014J,130034,187,158,105,141,38,345,17,315,407,Pass
352,AAA,2014J,130547,14,131,166,99,52,175,2,134,273,Pass
353,AAA,2014J,130636,38,8,0,24,34,68,0,36,12,Pass
354,AAA,2014J,131390,1,4,0,2,5,0,0,5,51,Pass
355,AAA,2014J,133816,124,370,387,440,564,495,336,417,719,Pass
356,AAA,2014J,133922,1,132,37,52,19,30,48,49,147,Pass
357,AAA,2014J,135400,0,19,54,21,11,109,8,4,43,Pass
358,AAA,2014J,135471,11,168,174,226,335,111,267,287,379,Distinction
359,AAA,2014J,139033,52,42,86,131,118,204,9,61,52,Fail
360,AAA,2014J,141377,65,46,2,86,165,2,0,163,83,Pass
361,AAA,2014J,141506,0,0,0,3,0,37,3,80,218,Fail
362,AAA,2014J,146503,25,8,15,29,12,33,2,41,164,Pass
363,AAA,2014J,147756,291,88,46,62,91,233,33,68,144,Pass
364,AAA,2014J,148993,58,362,361,174,211,136,143,153,239,Pass
365,AAA,2014J,149741,35,163,132,141,141,264,159,238,526,Pass
366,AAA,2014J,149962,4,0,3,0,4,22,0,24,81,Pass
367,AAA,2014J,155984,84,281,86,462,17,257,21,234,251,Pass
368,AAA,2014J,164944,33,113,74,165,41,168,78,326,275,Pass
369,AAA,2014J,165226,0,0,0,0,0,1,12,255,375,Fail
370,AAA,2014J,167961,16,266,71,70,223,317,192,418,408,Pass
371,AAA,2014J,174024,1,17,36,60,213,145,0,79,176,Pass
372,AAA,2014J,174094,202,1222,288,287,640,366,362,376,495,Pass
373,AAA,2014J,174745,159,62,4,221,151,341,68,62,431,Pass
374,AAA,2014J,175447,48,554,266,226,440,373,247,480,671,Pass
375,AAA,2014J,183057,81,30,54,5,34,1,40,49,329,Pass
376,AAA,2014J,185350,4,10,5,8,0,27,13,8,85,Fail
377,AAA,2014J,188278,46,215,305,334,208,308,246,657,677,Pass
378,AAA,2014J,199636,125,214,183,91,219,122,204,234,367,Pass
379,AAA,2014J,199897,58,273,210,169,263,144,226,273,515,Pass
380,AAA,2014J,200804,11,175,6,168,71,170,0,159,148,Pass
381,AAA,2014J,205494,14,24,0,180,156,212,104,15,121,Pass
382,AAA,2014J,228021,215,246,275,508,631,351,102,644,868,Distinction
383,AAA,2014J,228383,23,98,226,347,318,322,135,154,700,Pass
384,AAA,2014J,232307,42,81,1,84,0,41,7,140,253,Pass
385,AAA,2014J,235068,46,200,215,364,230,316,146,473,557,Pass
386,AAA,2014J,235507,54,177,60,148,11,126,52,140,175,Pass
387,AAA,2014J,236875,4,37,6,34,7,15,7,33,40,Pass
388,AAA,2014J,237274,37,192,105,256,205,288,153,345,305,Pass
389,AAA,2014J,243510,44,77,0,59,24,135,0,34,131,Fail
390,AAA,2014J,244246,6,137,187,185,117,204,30,34,162,Pass
391,AAA,2014J,248581,45,452,228,203,381,336,89,457,508,Distinction
